01  0.72785E+00  0.26669E-02
02  0.29918E+00  0.35134E-02
03  0.10380E+00  0.39655E-02
04  0.33250E-01  0.64185E-02
05  0.14083E-01  0.92397E-02
06  0.60704E-02  0.13641E-01
07  0.15926E-02  0.18493E-01
08  0.57407E-03  0.13224E-01
09  0.33912E-03  0.27950E-01
10  0.19155E-03  0.28442E-01

01  0.62327E+00  0.12102E-02
02  0.19446E+00  0.28632E-02
03  0.12688E+00  0.45984E-02
04  0.23431E-01  0.53896E-02
05  0.19008E-01  0.55888E-02
06  0.42166E-02  0.75933E-02
07  0.28819E-02  0.77659E-02
08  0.45756E-03  0.15515E-01
09  0.38187E-03  0.15656E-01
10  0.75197E-04  0.18886E-01

01  0.97713E+00  0.17773E-02
02  0.79000E+00  0.50053E-02
03  0.65750E+00  0.41065E-02
04  0.64533E+00  0.30660E-02
05  0.52750E+00  0.26203E-02
06  0.39000E+00  0.44745E-02
07  0.36996E+00  0.30988E-02
08  0.25712E+00  0.41184E-02
09  0.23996E+00  0.57995E-02
10  0.19708E+00  0.36070E-02
11  0.16500E+00  0.34431E-02
12  0.12529E+00  0.23845E-02
13  0.12542E+00  0.26938E-02
14  0.10771E+00  0.31692E-02
15  0.81750E-01  0.61772E-02
16  0.52500E-01  0.44361E-02
17  0.55000E-01  0.39791E-02
18  0.36573E-01  0.50159E-02
19  0.26542E-01  0.42726E-02
20  0.28125E-01  0.52942E-02
21  0.22205E-01  0.66255E-02
22  0.18212E-01  0.13784E-01
23  0.16094E-01  0.67179E-02
24  0.12622E-01  0.10711E-01
25  0.75347E-02  0.67283E-02
26  0.92535E-02  0.10457E-01
27  0.62361E-02  0.65828E-02
28  0.46007E-02  0.71375E-02
29  0.57813E-02  0.55642E-02
30  0.40972E-02  0.10325E-01
31  0.25260E-02  0.78583E-02
32  0.23524E-02  0.11351E-01
33  0.18302E-02  0.13019E-01
34  0.17491E-02  0.47084E-02
35  0.12905E-02  0.22749E-01
36  0.18244E-02  0.64123E-02
37  0.11863E-02  0.86688E-02
38  0.55700E-03  0.94316E-02
39  0.90856E-03  0.66613E-02
40  0.99740E-03  0.54783E-02
41  0.47550E-03  0.13339E-01
42  0.49431E-03  0.40605E-01
43  0.16975E-03  0.39535E-01
44  0.26620E-03  0.32877E-01
45  0.21858E-03  0.11021E-01
46  0.27645E-03  0.86643E-02
47  0.27127E-04  0.49337E-01
48  0.73423E-04  0.24956E-01
49  0.53530E-04  0.15567E-01
50  0.14612E-03  0.29393E-01

01  0.86867E+00  0.96024E-03
02  0.73614E+00  0.14245E-02
03  0.58695E+00  0.19873E-02
04  0.47346E+00  0.37847E-02
05  0.37955E+00  0.41657E-02
06  0.30946E+00  0.58336E-02
07  0.22302E+00  0.39967E-02
08  0.16608E+00  0.52433E-02
09  0.12177E+00  0.44306E-02
10  0.79888E-01  0.45593E-02
11  0.20169E+00  0.42226E-02
12  0.11516E+00  0.39036E-02
13  0.92299E-01  0.49191E-02
14  0.74797E-01  0.50010E-02
15  0.60804E-01  0.48751E-02
16  0.46035E-01  0.49417E-02
17  0.32494E-01  0.54379E-02
18  0.25610E-01  0.47456E-02
19  0.17899E-01  0.67267E-02
20  0.80597E-02  0.66627E-02
21  0.23100E-01  0.53375E-02
22  0.13562E-01  0.57636E-02
23  0.12183E-01  0.12709E-01
24  0.92653E-02  0.59571E-02
25  0.86837E-02  0.74211E-02
26  0.67716E-02  0.77318E-02
27  0.47448E-02  0.85775E-02
28  0.28725E-02  0.11093E-01
29  0.20641E-02  0.13073E-01
30  0.19320E-02  0.14164E-01
31  0.32252E-02  0.21991E-01
32  0.19339E-02  0.19379E-01
33  0.14117E-02  0.17109E-01
34  0.11395E-02  0.99426E-02
35  0.91528E-03  0.11727E-01
36  0.71420E-03  0.11805E-01
37  0.54034E-03  0.11912E-01
38  0.35732E-03  0.12892E-01
39  0.29254E-03  0.15571E-01
40  0.22839E-03  0.15412E-01
41  0.35532E-03  0.12576E-01
42  0.22063E-03  0.12036E-01
43  0.18629E-03  0.12200E-01
44  0.16492E-03  0.12033E-01
45  0.13411E-03  0.12348E-01
46  0.10635E-03  0.12160E-01
47  0.83287E-04  0.12114E-01
48  0.65906E-04  0.12629E-01
49  0.42686E-04  0.13402E-01
50  0.34054E-04  0.14460E-01
