49  0.55556E-03  0.33692E-01  0.28130E-02  0.13359E-04
50  0.11111E-02  0.28552E-01  0.21845E-02  0.13713E-04

01  0.12645E+01  0.21650E-02  0.12528E+01  0.67743E-06
02  0.11664E+01  0.17981E-02  0.11539E+01  0.90719E-06
03  0.11384E+01  0.17925E-02  0.10994E+01  0.92556E-06
04  0.10802E+01  0.20684E-02  0.10234E+01  0.48721E-06
05  0.96697E+00  0.43686E-02  0.93914E+00  0.60609E-06
06  0.85220E+00  0.33219E-02  0.85223E+00  0.10406E-05
07  0.84643E+00  0.36769E-02  0.76805E+00  0.10572E-05
08  0.73373E+00  0.35788E-02  0.68875E+00  0.91036E-06
09  0.64943E+00  0.39759E-02  0.61476E+00  0.75681E-06
10  0.57086E+00  0.36349E-02  0.54721E+00  0.86922E-06
11  0.47347E+00  0.33815E-02  0.48494E+00  0.12054E-05
12  0.46185E+00  0.33060E-02  0.42966E+00  0.24016E-05
13  0.37107E+00  0.51647E-02  0.37936E+00  0.12353E-05
14  0.29870E+00  0.29013E-02  0.33426E+00  0.11964E-05
15  0.27368E+00  0.28464E-02  0.29427E+00  0.21410E-05
16  0.26901E+00  0.50477E-02  0.25897E+00  0.23894E-05
17  0.25297E+00  0.13799E-01  0.22695E+00  0.40899E-05
18  0.20809E+00  0.75083E-02  0.19928E+00  0.18507E-05
19  0.17416E+00  0.57263E-02  0.17458E+00  0.11923E-05
20  0.15744E+00  0.63797E-02  0.15303E+00  0.33742E-05
21  0.14858E+00  0.68188E-02  0.13397E+00  0.20076E-05
22  0.11328E+00  0.70958E-02  0.11703E+00  0.15083E-05
23  0.93419E-01  0.75546E-02  0.10224E+00  0.13024E-05
24  0.84802E-01  0.90441E-02  0.89097E-01  0.17015E-05
25  0.72089E-01  0.99747E-02  0.77996E-01  0.19862E-05
26  0.81209E-01  0.12195E-01  0.68034E-01  0.25517E-05
27  0.65679E-01  0.10364E-01  0.59369E-01  0.21163E-05
28  0.54879E-01  0.11804E-01  0.51700E-01  0.26095E-05
29  0.48215E-01  0.12050E-01  0.45160E-01  0.25491E-05
30  0.33492E-01  0.12309E-01  0.39339E-01  0.29882E-05
31  0.43685E-01  0.20015E-01  0.34322E-01  0.24446E-05
32  0.33173E-01  0.22913E-01  0.29982E-01  0.30104E-05
33  0.29738E-01  0.20135E-01  0.26026E-01  0.37524E-05
34  0.36506E-01  0.16611E-01  0.22616E-01  0.41327E-05
35  0.33688E-01  0.16602E-01  0.19692E-01  0.47349E-05
36  0.37381E-01  0.18824E-01  0.17110E-01  0.44433E-05
37  0.23018E-01  0.16586E-01  0.14829E-01  0.34939E-05
38  0.16964E-01  0.17154E-01  0.12840E-01  0.45735E-05
39  0.11240E-01  0.29564E-01  0.11114E-01  0.45829E-05
40  0.10939E-01  0.29285E-01  0.96263E-02  0.50725E-05
41  0.10576E-01  0.28907E-01  0.83659E-02  0.41703E-05
42  0.12150E-01  0.30473E-01  0.72618E-02  0.63792E-05
43  0.12798E-01  0.31286E-01  0.63182E-02  0.73939E-05
44  0.13370E-01  0.31951E-01  0.54513E-02  0.11164E-04
45  0.76216E-02  0.39620E-01  0.46715E-02  0.13909E-04
46  0.45190E-02  0.46307E-01  0.40549E-02  0.63135E-05
47  0.53299E-02  0.48158E-01  0.34354E-02  0.10351E-04
48  0.20353E-02  0.43882E-01  0.29288E-02  0.14329E-04
49  0.20353E-02  0.43882E-01  0.24967E-02  0.14285E-04
50  0.93464E-02  0.43882E-01  0.20927E-02  0.98045E-05

01  0.15214E+01  0.46282E-06  0.13757E+01  0.34703E-06
02  0.96096E+00  0.65923E-06  0.78843E+00  0.56947E-06
03  0.52814E+00  0.93724E-06  0.43569E+00  0.87331E-06
04  0.27727E+00  0.11941E-05  0.22939E+00  0.10670E-05
05  0.14219E+00  0.14675E-05  0.11789E+00  0.12895E-05
06  0.71982E-01  0.31055E-05  0.59691E-01  0.22859E-05
07  0.36043E-01  0.19969E-05  0.29904E-01  0.23505E-05
08  0.17824E-01  0.27609E-05  0.14852E-01  0.30192E-05
09  0.86032E-02  0.32192E-05  0.72586E-02  0.40770E-05
10  0.36499E-02  0.69079E-05  0.33302E-02  0.59520E-05

01  0.15209E+01  0.30137E-06  0.13760E+01  0.30209E-06
02  0.96006E+00  0.89009E-06  0.78817E+00  0.82677E-06
03  0.52858E+00  0.67443E-06  0.43618E+00  0.63836E-06
04  0.27767E+00  0.11520E-05  0.22968E+00  0.86543E-06
05  0.14224E+00  0.15911E-05  0.11777E+00  0.15576E-05
06  0.71764E-01  0.27895E-05  0.59463E-01  0.26415E-05
07  0.35891E-01  0.40616E-05  0.29779E-01  0.29634E-05
08  0.17868E-01  0.30644E-05  0.14862E-01  0.32651E-05
09  0.86423E-02  0.55076E-05  0.72742E-02  0.43125E-05
10  0.36592E-02  0.69456E-05  0.32958E-02  0.55243E-05

01  0.16665E+01  0.14263E-05  0.12530E+01  0.29429E-06
02  0.16475E+01  0.85218E-06  0.11532E+01  0.41303E-06
03  0.15509E+01  0.10581E-05  0.10991E+01  0.66727E-06
04  0.14337E+01  0.88433E-06  0.10223E+01  0.48992E-06
05  0.13075E+01  0.59818E-06  0.93708E+00  0.60976E-06
06  0.11821E+01  0.93779E-06  0.85074E+00  0.70567E-06
07  0.10636E+01  0.14053E-05  0.76737E+00  0.54120E-06
08  0.95181E+00  0.15811E-05  0.68798E+00  0.98941E-06
09  0.84931E+00  0.14098E-05  0.61438E+00  0.99327E-06
10  0.75268E+00  0.13762E-05  0.54626E+00  0.63671E-06
11  0.66720E+00  0.79113E-06  0.48446E+00  0.78685E-06
12  0.58911E+00  0.13406E-05  0.42905E+00  0.17597E-05
13  0.52222E+00  0.12085E-05  0.37951E+00  0.10615E-05
14  0.46006E+00  0.14822E-05  0.33473E+00  0.95011E-06
15  0.40439E+00  0.13523E-05  0.29446E+00  0.98931E-06
16  0.35498E+00  0.21231E-05  0.25891E+00  0.15365E-05
17  0.31188E+00  0.34384E-05  0.22725E+00  0.19143E-05
18  0.27348E+00  0.18464E-05  0.19940E+00  0.20304E-05
19  0.23930E+00  0.17164E-05  0.17475E+00  0.14619E-05
20  0.20832E+00  0.29475E-05  0.15284E+00  0.26827E-05
21  0.18239E+00  0.38243E-05  0.13358E+00  0.18799E-05
22  0.16030E+00  0.30694E-05  0.11701E+00  0.19116E-05
23  0.13934E+00  0.27018E-05  0.10229E+00  0.12781E-05
24  0.12198E+00  0.18955E-05  0.89259E-01  0.12058E-05
25  0.10659E+00  0.20607E-05  0.77862E-01  0.12460E-05
26  0.92927E-01  0.33843E-05  0.68069E-01  0.22342E-05
27  0.81273E-01  0.34233E-05  0.59424E-01  0.16490E-05
28  0.70944E-01  0.30090E-05  0.51674E-01  0.13462E-05
29  0.61097E-01  0.48457E-05  0.45076E-01  0.39812E-05
30  0.53458E-01  0.24385E-05  0.39178E-01  0.16557E-05
31  0.46413E-01  0.31057E-05  0.34184E-01  0.19899E-05
32  0.40587E-01  0.51201E-05  0.29769E-01  0.23223E-05
33  0.35234E-01  0.46648E-05  0.25842E-01  0.27299E-05
34  0.30994E-01  0.36558E-05  0.22615E-01  0.21773E-05
35  0.26611E-01  0.38166E-05  0.19667E-01  0.27881E-05
36  0.23417E-01  0.33861E-05  0.17144E-01  0.27269E-05
37  0.20286E-01  0.45299E-05  0.14872E-01  0.32425E-05
38  0.17466E-01  0.11071E-04  0.12935E-01  0.35515E-05
39  0.15170E-01  0.91918E-05  0.11163E-01  0.57779E-05
40  0.13072E-01  0.77917E-05  0.97197E-02  0.48710E-05
41  0.11311E-01  0.81008E-05  0.83876E-02  0.48531E-05
42  0.97865E-02  0.68117E-05  0.72929E-02  0.59694E-05
43  0.84470E-02  0.91548E-05  0.62899E-02  0.94663E-05
44  0.73545E-02  0.11806E-04  0.54964E-02  0.62008E-05
45  0.62385E-02  0.77092E-05  0.46790E-02  0.62834E-05
46  0.51990E-02  0.12033E-04  0.40025E-02  0.73166E-05
47  0.44780E-02  0.24255E-04  0.34443E-02  0.98429E-05
48  0.35795E-02  0.11877E-04  0.28792E-02  0.92081E-05
49  0.28130E-02  0.13359E-04  0.24365E-02  0.11060E-04
50  0.21845E-02  0.13713E-04  0.20272E-02  0.13230E-04

01  0.16668E+01  0.83034E-06  0.12528E+01  0.67743E-06
02  0.16451E+01  0.84733E-06  0.11539E+01  0.90719E-06
03  0.15513E+01  0.15449E-05  0.10994E+01  0.92556E-06
04  0.14346E+01  0.98940E-06  0.10234E+01  0.48721E-06
05  0.13102E+01  0.75978E-06  0.93914E+00  0.60609E-06
06  0.11853E+01  0.11456E-05  0.85223E+00  0.10406E-05
07  0.10647E+01  0.12913E-05  0.76805E+00  0.10572E-05
08  0.95272E+00  0.13705E-05  0.68875E+00  0.91036E-06
09  0.84895E+00  0.80131E-06  0.61476E+00  0.75681E-06
10  0.75419E+00  0.13531E-05  0.54721E+00  0.86922E-06
11  0.66681E+00  0.19417E-05  0.48494E+00  0.12054E-05
12  0.58924E+00  0.42459E-05  0.42966E+00  0.24016E-05
13  0.52157E+00  0.21756E-05  0.37936E+00  0.12353E-05
14  0.45823E+00  0.27341E-05  0.33426E+00  0.11964E-05
15  0.40383E+00  0.34818E-05  0.29427E+00  0.21410E-05
16  0.35472E+00  0.32056E-05  0.25897E+00  0.23894E-05
17  0.31036E+00  0.61890E-05  0.22695E+00  0.40899E-05
18  0.27326E+00  0.27346E-05  0.19928E+00  0.18507E-05
19  0.23887E+00  0.20892E-05  0.17458E+00  0.11923E-05
20  0.20832E+00  0.64046E-05  0.15303E+00  0.33742E-05
21  0.18365E+00  0.23032E-05  0.13397E+00  0.20076E-05
22  0.15980E+00  0.17192E-05  0.11703E+00  0.15083E-05
23  0.13997E+00  0.19444E-05  0.10224E+00  0.13024E-05
24  0.12188E+00  0.14633E-05  0.89097E-01  0.17015E-05
25  0.10651E+00  0.26469E-05  0.77996E-01  0.19862E-05
26  0.92990E-01  0.34295E-05  0.68034E-01  0.25517E-05
27  0.80608E-01  0.37883E-05  0.59369E-01  0.21163E-05
28  0.70301E-01  0.44776E-05  0.51700E-01  0.26095E-05
29  0.61586E-01  0.50675E-05  0.45160E-01  0.25491E-05
30  0.53749E-01  0.24616E-05  0.39339E-01  0.29882E-05
31  0.46737E-01  0.29687E-05  0.34322E-01  0.24446E-05
32  0.41086E-01  0.50518E-05  0.29982E-01  0.30104E-05
33  0.35252E-01  0.72223E-05  0.26026E-01  0.37524E-05
34  0.30793E-01  0.44108E-05  0.22616E-01  0.41327E-05
35  0.26898E-01  0.57565E-05  0.19692E-01  0.47349E-05
36  0.23350E-01  0.59707E-05  0.17110E-01  0.44433E-05
37  0.20107E-01  0.50292E-05  0.14829E-01  0.34939E-05
38  0.17379E-01  0.53926E-05  0.12840E-01  0.45735E-05
39  0.15010E-01  0.79517E-05  0.11114E-01  0.45829E-05
40  0.13032E-01  0.89957E-05  0.96263E-02  0.50725E-05
41  0.11250E-01  0.74883E-05  0.83659E-02  0.41703E-05
42  0.96860E-02  0.82388E-05  0.72618E-02  0.63792E-05
43  0.84240E-02  0.16864E-04  0.63182E-02  0.73939E-05
44  0.73370E-02  0.14971E-04  0.54513E-02  0.11164E-04
45  0.60600E-02  0.17869E-04  0.46715E-02  0.13909E-04
46  0.52185E-02  0.15874E-04  0.40549E-02  0.63135E-05
47  0.44330E-02  0.10642E-04  0.34354E-02  0.10351E-04
48  0.35570E-02  0.18081E-04  0.29288E-02  0.14329E-04
49  0.29185E-02  0.45729E-04  0.24967E-02  0.14285E-04
50  0.22065E-02  0.29424E-04  0.20927E-02  0.98045E-05
