01  0.13989E+01  0.87597E-01  0.13260E+01  0.86613E-01
02  0.30918E+00  0.95062E-01  0.21310E+00  0.93883E-01
03  0.82884E-01  0.97793E-01  0.11416E+00  0.97873E-01
04  0.23848E-01  0.99702E-01  0.15266E-01  0.99661E-01
05  0.71310E-02  0.97116E-01  0.94625E-02  0.97531E-01
06  0.22452E-02  0.97058E-01  0.14293E-02  0.96227E-01
07  0.90996E-03  0.93531E-01  0.11351E-02  0.94903E-01
08  0.25788E-03  0.94757E-01  0.16337E-03  0.95913E-01
09  0.90851E-04  0.90909E-01  0.13837E-03  0.94411E-01
10  0.32410E-04  0.99648E-01  0.39536E-04  0.95577E-01

01  0.13257E+01  0.83303E-01  0.12452E+01  0.81595E-01
02  0.27488E+00  0.91525E-01  0.19322E+00  0.90531E-01
03  0.71247E-01  0.96441E-01  0.98134E-01  0.95912E-01
04  0.19300E-01  0.98132E-01  0.12427E-01  0.98444E-01
05  0.59437E-02  0.97664E-01  0.78402E-02  0.98404E-01
06  0.18026E-02  0.97436E-01  0.12159E-02  0.97880E-01
07  0.67530E-03  0.98328E-01  0.88848E-03  0.98413E-01
08  0.21906E-03  0.99985E-01  0.13500E-03  0.99778E-01
09  0.74837E-04  0.94817E-01  0.10986E-03  0.93090E-01
10  0.21729E-04  0.87969E-01  0.26703E-04  0.88281E-01
