00000100 00000000 00000045 00000055  0.00000E+00  0.45000E+00  0.55000E+00
00001000 00000006 00000414 00000580  0.60000E-02  0.41400E+00  0.58000E+00
00010000 00000041 00004176 00005783  0.41000E-02  0.41760E+00  0.57830E+00
00100000 00000403 00041594 00058003  0.40300E-02  0.41594E+00  0.58003E+00
01000000 00003881 00413991 00582128  0.38810E-02  0.41399E+00  0.58213E+00
10000000 00039403 04147773 05812824  0.39403E-02  0.41478E+00  0.58128E+00
