00000100 00000070 00000029 00000001  0.70000E+00  0.29000E+00  0.10000E-01
00001000 00000647 00000324 00000029  0.64700E+00  0.32400E+00  0.29000E-01
00010000 00006532 00003279 00000189  0.65320E+00  0.32790E+00  0.18900E-01
00100000 00065014 00033166 00001820  0.65014E+00  0.33166E+00  0.18200E-01
01000000 00649504 00332559 00017937  0.64950E+00  0.33256E+00  0.17937E-01
10000000 06482357 03339116 00178527  0.64824E+00  0.33391E+00  0.17853E-01
