00000100 00000000 00000039 00000061  0.00000E+00  0.39000E+00  0.61000E+00
00001000 00000012 00000395 00000593  0.12000E-01  0.39500E+00  0.59300E+00
00010000 00000040 00004177 00005783  0.40000E-02  0.41770E+00  0.57830E+00
00100000 00000386 00041540 00058074  0.38600E-02  0.41540E+00  0.58074E+00
01000000 00003983 00414532 00581485  0.39830E-02  0.41453E+00  0.58149E+00
10000000 00039246 04147802 05812952  0.39246E-02  0.41478E+00  0.58130E+00
