00000100 00000000 00000064 00000036  0.00000E+00  0.64000E+00  0.36000E+00
00001000 00000003 00000522 00000475  0.30000E-02  0.52200E+00  0.47500E+00
00010000 00000041 00005260 00004699  0.41000E-02  0.52600E+00  0.46990E+00
00100000 00000386 00052923 00046691  0.38600E-02  0.52923E+00  0.46691E+00
01000000 00003600 00530818 00465582  0.36000E-02  0.53082E+00  0.46558E+00
10000000 00037468 05302540 04659992  0.37468E-02  0.53025E+00  0.46600E+00
