00000100 00000066 00000034 00000000  0.66000E+00  0.34000E+00  0.00000E+00
00001000 00000665 00000323 00000012  0.66500E+00  0.32300E+00  0.12000E-01
00010000 00006496 00003327 00000177  0.64960E+00  0.33270E+00  0.17700E-01
00100000 00064996 00033237 00001767  0.64996E+00  0.33237E+00  0.17670E-01
01000000 00648362 00333884 00017754  0.64836E+00  0.33388E+00  0.17754E-01
10000000 06483226 03338480 00178294  0.64832E+00  0.33385E+00  0.17829E-01
