00000100 00000001 00000049 00000050  0.10000E-01  0.49000E+00  0.50000E+00
00001000 00000006 00000546 00000448  0.60000E-02  0.54600E+00  0.44800E+00
00010000 00000022 00005346 00004632  0.22000E-02  0.53460E+00  0.46320E+00
00100000 00000400 00053153 00046447  0.40000E-02  0.53153E+00  0.46447E+00
01000000 00003761 00529729 00466510  0.37610E-02  0.52973E+00  0.46651E+00
10000000 00037227 05305494 04657279  0.37227E-02  0.53055E+00  0.46573E+00
